,SMILES,new name,old name,homo,lumo
70,C1=CC=C2C(=C1)S/C(=C\C=C\3/C(=C(C#N)C#N)C4=C(C3=O)C=CC=C4)/N2C,70dtr,16utr,-5.6943904924882505,-2.91365905422875
71,C1=CC=C2C(=C1)N(C)C(=O)/C/2=C\3/C(=O)N(C)C4=C3C=CC(=C4),51dc,42u,-5.8078347567617,-2.8552906332965
72,C=c1c(=O)n(/c(=C/2\C(=O)N(C(=S)S2)C)/s1)C,72dtr,26atr,-6.096438706602,-2.71653978092655
73,C1=C2C(SC(=N2)C)=C(S1),52dc,9a,-6.0557576859522495,-1.1881579168232002
74,C1=CC2=C(S1)C1=C(CO2)C=C(S1),53dc,63u,-5.323635371182,-1.3394532177012
75,C1=CC2=C(S1)C3=C(C2(C)C)C=C(S3),54dc,1d,-5.3683436768191495,-1.19830776344685
76,CC1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,76dtr,1dtr,-5.10292382704145,-0.6188413188070999
77,C1=C2C(N=CS2)=C(C2=C1N=CS2),55dc,11a,-6.37162744361265,-1.75162406705355
78,C1=CC(Cl)=C(S1)C2=C(Cl)C=C(S2),56dc,54u,-5.85597169691515,-1.64005738834855
79,C1=CC=C(C=C1)N,79dtr,15utr,-5.55261917637775,-0.0467491595159
80,C1=C(OC)C(OC)=C(C2C1=NSN=2),57dc,1a,-6.38947811220545,-2.15750908645935
81,C1=NC=CN1C(=O)N2C=NC=C2,81dtr,37utr,-6.29461922392115,-0.6474132731096001
82,C1=Cc2c(S1)c3c(s2)C=C(N3C),58dc,13d,-5.2644778200833,-0.6988427908541001
83,C(\C1=CC=C(C=C1)C(=O)O)=C(/C2=CC=C(C=C2)C(=O)O),59dc,27u,-6.52553503745545,-2.7504179553138
84,C1=C2C(N(C1=O)C)=C(C(=O)N2C),60dc,19a,-6.4328802713602,-2.5093795065409
85,C1=C(OC)C(OC)=C(C=C1),61dc,14u,-5.5665241941383,0.13967603946165003
86,C1=C2C(C(=O)N1C)=C(N(C2=O)C),62dc,17u,-5.65580474848735,-2.3259203485338
87,C=C1C(=O)N(C(=S)N(C1=O)C)C,87dtr,17atr,-6.2726596361858,-2.95997283158385
